sample_id,article_id,pair_id
0,chtb_0197,0
0,chtb_0197,1
0,chtb_0157,0
0,chtb_0157,1
0,chtb_0112,0
0,chtb_0112,1
0,chtb_0155,0
0,chtb_0155,1
0,chtb_0110,0
0,chtb_0110,1
0,chtb_0168,0
0,chtb_0168,1
0,chtb_0171,0
0,chtb_0171,1
0,chtb_0134,0
0,chtb_0134,1
0,chtb_0180,0
0,chtb_0180,1
0,chtb_0105,0
0,chtb_0105,1
0,chtb_0140,0
0,chtb_0140,1
0,chtb_0121,0
0,chtb_0121,1
0,chtb_0164,0
0,chtb_0164,1
0,chtb_0199,0
0,chtb_0199,1
0,chtb_0159,0
0,chtb_0159,1
0,chtb_0123,0
0,chtb_0123,1
0,chtb_0107,0
0,chtb_0107,1
0,chtb_0142,0
0,chtb_0142,1
0,chtb_0182,0
0,chtb_0182,1
0,chtb_0103,0
0,chtb_0103,1
0,chtb_0146,0
0,chtb_0146,1
0,chtb_0127,0
0,chtb_0127,1
0,chtb_0162,0
0,chtb_0162,1
0,chtb_0160,0
0,chtb_0160,1
0,chtb_0118,0
0,chtb_0118,1
0,chtb_0184,0
0,chtb_0184,1
0,chtb_0179,0
0,chtb_0179,1
0,chtb_0101,0
0,chtb_0101,1
0,chtb_0167,0
0,chtb_0167,1
0,chtb_0122,0
0,chtb_0122,1
0,chtb_0183,0
0,chtb_0183,1
0,chtb_0143,0
0,chtb_0143,1
0,chtb_0141,0
0,chtb_0141,1
0,chtb_0104,0
0,chtb_0104,1
0,chtb_0181,0
0,chtb_0181,1
0,chtb_0120,0
0,chtb_0120,1
0,chtb_0198,0
0,chtb_0198,1
0,chtb_0161,0
0,chtb_0161,1
0,chtb_0124,0
0,chtb_0124,1
0,chtb_0145,0
0,chtb_0145,1
0,chtb_0100,0
0,chtb_0100,1
0,chtb_0185,0
0,chtb_0185,1
0,chtb_0178,0
0,chtb_0178,1
0,chtb_0187,0
0,chtb_0187,1
0,chtb_0147,0
0,chtb_0147,1
0,chtb_0102,0
0,chtb_0102,1
0,chtb_0163,0
0,chtb_0163,1
0,chtb_0126,0
0,chtb_0126,1
